twitter_text,category
Photos and video of #NataliePortman attending @MakeAWishIntl gala -  ,negative
You have to see these new videos of #NataliePortman in Kenya for @metowe -  ,negative
Tidbits! Jane Got A Gun receives another positive review while Jackie readies for production - ,positive
Interview and photos of #NataliePortman visit to Kenya for @freethechildren -  ,negative
Jane Got A Gun will see its French release moved back to early 2016 due to recent events - ,negative
The German trailer for Jane Got A Gun is here and it looks pretty damn great - ,positive
Stunning new photo of #NataliePortman from @InStyle -  ,positive
More casting news for Alex Garland's sci-fi Annihilation. Sounds like Natalie is still linked - ,positive
The Finnish poster for A Tale of Love and Darkness is #lush -  ,positive
A second French review of JGAG is quite positive - ,positive
Natalie and family visit @DisneyParis_EN -  ,negative
Rooney Mara got into Mathilda's small shoes for Halloween -  ,negative
Enjoy our November Natalie Portman calendar -  ,positive
Natalie's next film Jackie lands two former co-stars - ,negative
Awesome look for #natalieportman on the set of Planetarium -  ,positive
A behind the scenes photo of #NataliePortman on #jgag -  ,negative
First review of JGAG is here along with a better version of the poster image -  ,positive
Natalie will go from filming Planetarium straight into filming Jackie - ,positive
The Jane Got A Gun trailer is FINALLY here - ,negative
"ATOLAD trailer in English plus a new promo photo - 
 ",negative
"More gallery updates, this time from her Dior shoot in Paris - ",negative
More gallery updates of #NataliePortman from Toronto -  ,negative
More shots of Natalie filming Planetarium -  ,negative
We've updated the TIFF gallery with some great new #NataliePortman photos -  ,positive
Bunch of great photos have been added to the Paris Ballet photo album -  ,positive
9 HQ Jane Got A Gun photos have arrived #NataliePortman #jgag -  ,negative
"RT @celebrtySecrets: In 1991, Natalie Portman was discovered by a scout in a pizza parlor",negative
@NaoStern unfortunately not,negative
And Jane Got A Gun finally has a very Natalie-centric poster -  ,negative
Thor 3 gets an awesome director - ,positive
Your October #NataliePortman calendar is here -  ,negative
More photos from another day of filming Planetarium #NataliePortman -  ,negative
Videos and photos of Natalie filming Planetarium on Monday -  ,negative
A #NataliePortman fan was there to see Natalie film Planetarium - ,positive
The first photos of #NataliePortman filming #planetarium have arrived -  ,negative
Check out this awesome ballpoint pen drawing of #NataliePortman -  ,positive
More great photos of #NataliePortman at the Film Spring Open -  ,positive
Natalie Portman heading to Poland this weekend and more in today's tidbits - ,negative
"Nick went to Harvard with Natalie and directed her in Domino One, the mysterious little film that never saw a release.",negative
Thoughts go out to director Nick Louvel who tragically passed away today - ,negative
Natalie's new film Planetarium has started filming -  ,negative
"I stole all the things I learned from him, and I remember him everyday  - #NataliePortman on #MileNichols -  ",negative
New clip of Natalie and Christian Bale in Knight of Cups - ,negative
Natalie's Jane Got A Gun has a new distributor and release dates. Find out more over here - ,negative
RT @fluxylady: Anywhere but here is on #neflix great day off so far! @natpdotcom,positive
We also saw Knight of Cups and here are our thoughts on the Malick film - ,negative
We saw #ATOLAD at @TIFF_NET and here is our review - ,negative
Off to see Knight of Cups!,negative
Another stunning #NataliePortman portrait from @TIFF_NET -  ,positive
#NataliePortman video interviews and a couple stunning portraits from @TIFF_NET -  ,positive
Dig into a ton of #NataliePortman filming @Dior in Paris photos -  ,negative
#NataliePortman looks radiant at #ATOLAD @TIFF_NET premiere -  ,positive
Take a look at the making of video for Natalie's #ATOLAD -  ,negative
#NataliePortman looks stunning at @TIFF_NET opening night -  ,positive
"#NataliePortman shoots Dior in Paris, Planetarium films soon + a great review for #ATOLAD -  ",positive
Two new #NataliePortman interviews from the premiere in Israel - ,negative
Natalie talks about Knight of Cups for 5 minutes in this new interview -  ,negative
#NataliePortman looked radiant at the Jerusalem premiere for #ATOLAD -  ,positive
New Knight of Cups featurette has Natalie crying. And laughing -  ,positive
#NataliePortman talks Israel and her new film in Hebrew video interview -  ,negative
The vinyl artwork for Black Swan is awesome -  ,positive
RT @LimitedPaper: Digging this BLACK SWAN by Sam Wolfe Connelly for @MondoNews. Available at @MondoConAustin in October. ,negative
Get Natalie Portman on your desktops with our calendar for September -  ,negative
"Jewish Journal - ""Natalie should be commended"" - ",positive
Time to finally weigh in on Natalie Portman's new comments about Israel - ,negative
#NataliePortman makes @Forbes Best Paid Actresses list - ,positive
"RT @a_n_tokyo: I watched ""Closer (2004)"". It's bittersweet.
I love Natalie Portman. Alice character is such a human...
 ",positive
#NataliePortman's directorial debut heading to @TIFF_NET -  ,negative
Heller confirmed as director for On The Basis Of Sex and Jane Got A Gun for December release? - ,negative
Natalie checks out Hamilton on Broadway and runs into @Trevornoah -  ,negative
The trailer for Natalie's directing and writing feature debut has arrived - ,negative
#NataliePortman is heading to @TIFF_NET - ,negative
The Knight of Cups German poster is here. Hopefully it will screen while I'm in Berlin -  ,positive
Four new Marie Claire photos have been added to the site -  ,negative
We have the interview + more photos from Natalie's appearance in Marie Claire -  ,negative
"Lovely, thanks.  ",positive
#NataliePortman photos from @marieclaireuk have arrived! -  ,negative
We have video from Natalie's appearance at the @AndreaBocelli opera - ,negative
#NataliePortman goes shoe shopping with Aleph in Rome -  ,negative
The #NataliePortman calendar for August has arrived -  ,negative
#NataliePortman and the family visit Vatican City -  ,negative
Have a sneak peak at #NataliePortman's Marieclaire cover #rawrr -  ,negative
#NataliePortman will be on the Sept @marieclaireuk cover - ,negative
Very nice! ,positive
Knight of Cups finally has a release date of March 4th - ,negative
#NataliePortman and the family enjoy a holiday in Florence -  ,positive
#NataliePortman's next film Planetarium is now called The Barlow Sisters (Les soeurs Barlow) - ,negative
I shall never tired of #NataliePortman and #WesAnderson -  ,positive
Jane Got A Gun looking likely to be delayed yet again - ,negative
Annihilation gears up for an April shoot. Please let Natalie be in this. Please let Natalie be in this - ,positive
Here is a new outtake of #NataliePortman in @harpersbazaarus -  ,negative
Natalie is back in Paris - ,negative
Knight of Cups will be playing the Jewish Film Festival this week - ,positive
Is Jane Got A Gun about to be delayed again?!?! - ,negative
New interview and amazing photos from #NataliePortman in @harpersbazaarus -  ,positive
Stay tuned to  - some great #NataliePortman content on the way,positive
#NataliePortman looks gorgeous in this portrait from Cannes -  ,positive
The July #NataliePortman calendar is here -  ,negative
#NataliePortman and the family go shopping in LA -  ,negative
If Jane and Loki turned the tables on #thor -  ,negative
Thank you! ,positive
Stunning ,positive
#NataliePortman on the cover of Paris Capitale -  ,negative
And this feed needs more Natalie pics so... ,negative
#NataliePortman will host gala celebrating #JohnWilliams next month - ,positive
#NataliePortman is in London - ,negative
Knight of Cups targeting 2016. Weightless targeting a new title. - ,negative
Want to see a #blackswan outfit that didn't appear in the film? -  ,positive
#NataliePortman in 3 new KoC photos -  ,negative
#NataliePortman looking stunning in black and white -  ,positive
"@iktriad We have it, it's just on the to do pile :-)",positive
"RT @lightweight_dll: Natalie Portman in ""Black Swan"" is by far the best female performance of the century. @natpdotcom",positive
Check out this awesome #NataliePortman drawing for her birthday yesterday - ,positive
Great to see so many well wishes for Natalie's birthday. Hope she had a great day wherever it may be.,positive
Portmania has a lot of cheek this year #NataliePortman ,negative
"The crazy lead up to Natalie's birthday, called Portmania, has begun - ",negative
More stunning #NataliePortman photos from #Cannes2015 -  ,positive
RT @LVMHPrize: #NataliePortman announces the winner of the #LVMHPrize 2015 ,positive
Here is our #NataliePortman wallpaper for June -  ,negative
Tons of #NataliePortman content here including beauty tips and the main musical theme for Knight of Cups - ,positive
Watch #NataliePortman learn about her new fragrance at Dior. #speakingFrench -  ,negative
Check out our big image gallery from #NataliePortman's Harvard commencement -  ,negative
"A must for all fans, #NataliePortman gives a great Harvard commencement speech - ",positive
#NataliePortman is in @guardian -  ,negative
#NataliePortman loves Aussies - ,positive
@hansoloportman I'll guess July.,negative
RT @Aeriz85: Finished  #scribbles #sketch #art #NataliePortman #starwars as #PadmeAmidala #penart #ballpen #artwork @natpdotcom ,negative
"RT @Aeriz85: #doodling #Natalieportman as #PadmeAmidala in progress
@natpdotcom #StarWars #princessLeia #scribbles #art #BicPen  ",positive
New set of #NataliePortman photos from Designer Awards event in Paris -  ,positive
#NataliePortman looks great in these new photos for Paris Match -  ,positive
#NataliePortman looked stupendous at #Cannes2015 yesterday -  ,negative
A roundup of #NataliePortman interviews from #Cannes2015 - ,negative
I have no words. #NataliePortman #Cannes #cannes2105  ,negative
We have tons of gorgeous #NataliePortman photos from the #Cannes2015 #TOLAD photocall -  ,positive
#NataliePortman looking devine at the #Cannes2015 premiere of #TOLAD -  ,negative
The first clip of #NataliePortman in #TOLAD is here and it is awesome -  ,positive
Check out videos of Natalie's opening ceremony appearance at #Cannes2015 - ,negative
"If you haven't seen Natalie in Wes Anderson's sublime Hotel Chevalier, now you can - ",negative
Make that 4 new #NataliePortman films. She plays Jackie Kennedy for the Black Swan team and director Pablo Larrain - ,positive
All the #NataliePortman pics from the #Cannes2015 opening are here -  ,negative
#NataliePortman looking amazing at #Cannes2015 -  ,positive
